MethodID,Method_NumID,mean
BayPRIORsAgg,11,7.926748110178659e-4
BayPRIORsAgg,11,7.695487722715628e-4
BayPRIORsAgg,11,9.8710019727553e-4
BayPRIORsAgg,11,6.471647976821625e-4
BayPRIORsAgg,11,9.982694518397431e-4
